Sl. No.,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Engine_Location,Fuel_System,Fuel_Tank_Capacity_litre,Fuel_Type,Height_mm,Length_mm,Width_mm,Body_Type,Doors,City_Mileage_km_litre,Highway_Mileage_km_litre,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space_litre,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
197,Toyota,Platinum Etios,V,1496,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.7,16.78 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1285 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,
198,Toyota,Platinum Etios,Gd,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.32,23.59,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,175/70R15,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,592,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1650 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
199,Toyota,Platinum Etios,Vd,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.3,23.6,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1650 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
200,Toyota,Platinum Etios,Vxd,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.32,23.08,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,,
201,Toyota,Platinum Etios,Vx,1496,4,4,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.3,16.78 km/litre,,990 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Hydraulic Power,All Windows,,Yes,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,,Yes,Internal,592,Yes,Yes,Yes,Digital,Yes,,Front & Rear,,,Yes,With Remote,Digital,Manual,Analog,Yes,4.8,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,Air Conditioner : Standard,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,
202,Toyota,Platinum Etios,Gx,1496,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.3,16.78 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,175/70R15,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,592,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1285 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,
203,Toyota,Platinum Etios,Gxd,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.3,23.6,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1650 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
204,Toyota,Platinum Etios,Vxd Limited Edition,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.32,23.08,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,,
205,Toyota,Platinum Etios,Vx Limited Edition,1496,4,4,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.3,16.78 km/litre,,990 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Hydraulic Power,All Windows,,Yes,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,,Yes,Internal,592,Yes,Yes,Yes,Digital,Yes,,Front & Rear,,,Yes,With Remote,Digital,Manual,Analog,Yes,4.8,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,Air Conditioner : Standard,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,
206,Toyota,Etios Cross,V,1496,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Petrol,1555,3895,1735,Hatchback,5,15,16,16.78 km/litre,,950 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,,,,,Yes,,,,,,,,,
207,Toyota,Etios Cross,G,1197,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Petrol,1555,3895,1735,Hatchback,5,16.78,,17.71 km/litre,,935 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
208,Toyota,Etios Cross,Vd,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1555,3895,1735,Hatchback,5,18.1,22.5,23.59 km/litre,,1030 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,,,,,Yes,,,,,,,,,
209,Toyota,Etios Cross,Gd,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1555,3895,1735,Hatchback,5,18.1,22.5,23.59 km/litre,,1015 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
210,Toyota,Etios Cross,1.2 X Edition,1197,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Petrol,1555,3895,1735,Hatchback,5,16.78,,17.71 km/litre,,935 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
211,Toyota,Etios Cross,1.4 X Edition,1364,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1555,3895,1735,Hatchback,5,18.1,22.5,23.59 km/litre,,1015 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
212,Mahindra,Verito Vibe,D2,1461,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50,Diesel,1540,3991,1740,Hatchback,5,18,20.08,20.08 km/litre,,1155 kg,5,172 mm,Solid Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring - See more at: http://mahindraverito.com/verito-specs.aspx#sthash.hu39n454.dpuf,,,185/70R14,185/70R14,Yes,,,,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,,5,Fabric,Manual,2630 mm,185/70R14,,,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Manual,330,,,Yes,Digital,Not on offer,,Front,Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,All Rows,1655 kg,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,
213,Mahindra,Verito Vibe,D4,1461,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50,Diesel,1540,3991,1740,Hatchback,5,18,20.08,20.08 km/litre,,1155 kg,5,172 mm,Solid Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,,,185/70R14,185/70R14,Yes,All Windows,,,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2630 mm,185/70R14,,,Not on offer,,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",,Manual,330,,Yes,Yes,Digital,Not on offer,Yes,Front,Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,All Rows,1655 kg,,Yes,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,
214,Mahindra,Verito Vibe,D6,1461,4,2,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50,Diesel,1540,3991,1740,Hatchback,5,18,20.08,20.08 km/litre,,1155 kg,5,172 mm,Solid Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,,,185/70R14,185/70R14,Yes,All Windows,,,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2630 mm,185/70R14,,,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",,Manual,330,Yes,Yes,Yes,Digital,Not on offer,Yes,Front,Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.25,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1655 kg,Driver frontal airbag,Yes,Yes,Yes,,1,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,
215,Fiat,Urban Cross,1.3 Multijet Active,1248,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,20,,20 km/litre,,1210 kg,,205 mm,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,205/55 R16,205/55 R16,Hydraulic Power,Only Front Windows,,,93PS@4000RPM,209Nm@2000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2510 mm,R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Not on offer,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,,,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,
216,Fiat,Urban Cross,1.3 Multijet Dynamic,1248,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,20,,20 km/litre,,1215 kg,,,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,205/55 R16,205/55 R16,Hydraulic Power,All Windows,,Remote,93PS@4000RPM,209Nm@2000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2510 mm,R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Not on offer,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,205 kg,,Yes,Yes,Yes,,,,Rake,,,,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,
217,Fiat,Urban Cross,1.4 T-Jet Emotion,1368,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Petrol,1542,3989,1706,Crossover,5,17,,17.1 km/litre,,1215 kg,,205 mm,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,205/55 R16,205/55 R16,Hydraulic Power,All Windows,,Remote,140ps@5500rpm,210Nm@2000-4000RPM,Digital,Analog,Digital,Yes,5,Leather,Manual,2510 mm,R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,,Yes,,Yes,With Remote,,Yes,Yes,Yes,Digital,Not on offer,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,"Manual Air conditioning with cooling and heating, Fully automatic climate control",,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,
218,Fiat,Urban Cross,1.3 Multijet Emotion,1248,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,20,,20 km/litre,,1215 kg,,205 mm,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",,,205/55 R16,205/55 R16,Hydraulic Power,All Windows,,Remote,93PS@4000RPM,209Nm@2000rpm,Digital,Analog,Digital,Yes,5,Leather,Manual,2510 mm,R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,,Yes,,Yes,With Remote,,Yes,Yes,Yes,Digital,Not on offer,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,"Manual Air conditioning with cooling and heating, Fully automatic climate control",Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,
219,Toyota,Glanza,G Hybrid,1197,4,,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,37,Petrol,1540,3995,1745,Hatchback,5,,,23.87 km/litre,,910 kg,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,195 / 55 R16,195 / 55 R16,Electric Power,All Windows,Yes,Smart Key,89PS@6000 rpm,113Nm@4400 rpm,Digital,"Analog, Digital",Analog,2,5,Fabric,Manual,2520 mm,195 / 55 R16,Yes,1,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,339,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,,Yes,,Yes,,Normal,Yes,Yes,,,Yes,Yes,,Yes,Yes,All Rows,1360 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,,,Yes,,,,,,,Yes,,,,,,,,,Yes,Yes,,
